SourceTime;Side;Action;OrderId;Price;Qty
10900514285;1;Y;20220617000521;1649;2
10900515083;2;Y;20220617002367;1849;1
10900515496;1;Y;20220617002659;1639;1
10900517151;1;Y;20220617007455;1651;1
10900517177;1;Y;20220615007517;1651;1
10900518035;2;Y;20220617010014;1775;1
10900519716;1;Y;20220617015533;1650;5
10900520046;2;Y;20220617016805;1944;1
10900520066;2;Y;20220617016859;1853;1
10900521833;2;Y;20220617021280;1710;1
10900522682;2;Y;20220617023363;1710;3
10900526417;2;Y;20220617034130;1727;3
10900526718;1;Y;20220617035071;1573;1
10900527234;1;Y;20220617037486;1675;1
10900527248;1;Y;20220617037520;1665;1
10900527496;2;Y;20220617038943;1740;1
10900528132;1;Y;20220617040719;1502;1
10900528433;1;Y;20220617041750;1553;1
10900529253;1;Y;20220617043297;1648;1
10900529747;1;Y;20220617045336;1670;2
10900529991;2;Y;20220617046115;1765;4
10900532458;2;Y;20220617051875;1800;1
10900533784;1;Y;20220617053649;1670;1
10900534262;2;Y;20220617054327;1748;4
10900535912;2;Y;20220617057327;1780;3
10900536094;2;Y;20220617057568;2078;1
10900536117;1;Y;20220617057581;1670;3
10900536149;2;Y;20220617057602;2155;1
10900537249;2;Y;20220617059344;1729;1
10900537326;2;Y;20220617059706;1701;1
10900539570;2;Y;20220617066739;1824;1
10900540821;2;Y;20220617069237;1688;2
10900540945;2;Y;20220617069590;1698;2
10900540977;2;Y;20220617069644;1694;2
10900542048;1;Y;20220617072243;1627;2
10900542055;1;Y;20220617072248;1669;1
10900542127;1;Y;20220617072373;1603;1
10900542214;1;Y;20220617072403;1634;4
10900542268;1;Y;20220617072465;1670;1
10900542428;1;Y;20220617072798;1660;1
10900543350;1;Y;20220617073717;1673;1
10900543861;2;Y;20220617073817;1718;1
10900543889;1;Y;20220617073819;1676;1
10900544143;2;Y;20220617073862;1680;9
10900544416;1;Y;20220617073923;1659;1
10900544453;2;Y;20220617073939;1776;8
10900544642;1;Y;20220617074019;1678;2
10900544643;1;Y;20220617074022;1678;1
10900544663;1;Y;20220617074028;1678;1
23400286805;1;A;20220620000001;1676;9
23400287099;1;A;20220620000002;1674;9
23400287273;1;A;20220620000003;1672;9
23400290915;1;A;20220620000004;1670;9
23400290947;1;A;20220620000005;1668;9
23400296666;1;A;20220620000006;1666;9
23400296709;1;A;20220620000007;1664;9
23400296874;1;A;20220620000008;1662;9
23400302309;1;A;20220620000009;1660;9
23400302632;1;A;20220620000010;1658;9
23400312339;1;A;20220620000011;1656;9
23400312413;1;A;20220620000012;1654;9
23400312508;1;A;20220620000013;1652;9
23400319038;1;A;20220620000014;1650;9
23400319138;1;A;20220620000015;1648;9
23400326954;1;A;20220620000016;1646;9
23400327067;1;A;20220620000017;1644;9
23400327115;1;A;20220620000018;1642;9
23400330587;1;A;20220620000019;1640;9
23400331122;1;A;20220620000020;1638;9
23400331150;1;A;20220620000021;1636;9
23400344873;1;A;20220620000022;1634;9
23400344888;1;A;20220620000023;1632;9
23400344895;1;A;20220620000024;1630;9
23400344920;1;A;20220620000025;1628;9
23400344942;2;A;20220620000026;1680;9
23400358987;2;A;20220620000027;1682;9
23400359072;2;A;20220620000028;1684;9
23400359086;2;A;20220620000029;1686;9
23400359115;2;A;20220620000030;1688;9
23400359199;2;A;20220620000031;1690;9
23400362981;2;A;20220620000032;1692;9
23400363018;2;A;20220620000033;1694;9
23400363040;2;A;20220620000034;1696;9
23400380919;2;A;20220620000035;1698;9
23400380986;2;A;20220620000036;1700;9
23400381023;2;A;20220620000037;1702;9
23400381047;2;A;20220620000038;1704;9
23400381068;2;A;20220620000039;1706;9
23400382486;2;A;20220620000040;1708;9
23400398469;2;A;20220620000041;1710;9
23400398523;2;A;20220620000042;1712;9
23400398548;2;A;20220620000043;1714;9
23400398571;2;A;20220620000044;1716;9
23400398597;2;A;20220620000045;1718;9
23400423018;2;A;20220620000046;1720;9
23400423040;2;A;20220620000047;1722;9
23400423070;2;A;20220620000048;1724;9
23400423095;2;A;20220620000049;1726;9
23400423118;2;A;20220620000050;1728;9
23400635756;1;A;20220620000051;1690;1
23402757929;2;A;20220620000052;1681;1
23402797483;2;A;20220620000053;1725;2
23402801355;1;A;20220620000054;1647;1
23402858398;2;A;20220620000055;0;1
23403280734;1;D;20220617073717;1673;1
23403280740;1;A;20220620000057;1654;1
23404224887;2;A;20220620000058;1693;1
23404322616;1;A;20220620000059;1678;1
23404458095;2;A;20220620000060;0;1
23404462618;2;A;20220620000061;0;1
23404465970;2;A;20220620000062;0;1
23404557093;2;A;20220620000064;1692;4
23404751912;2;A;20220620000065;1699;1
23404789245;2;D;20220617000097;1819;1
23404789254;2;A;20220620000066;1846;1
23405120917;1;A;20220620000068;1664;1
23405166835;2;D;20220617066739;1824;1
23405166842;2;A;20220620000069;1826;1
23405167001;1;A;20220620000070;1654;25
23405167969;1;A;20220620000072;1680;5
23405168304;1;A;20220620000073;1662;15
23405834310;1;A;20220620000074;1648;1
23405838374;1;A;20220620000075;1633;1
23405842436;1;A;20220620000076;1619;1
23405846612;1;A;20220620000077;1598;1
23405850584;2;A;20220620000078;1711;1
23405854886;2;A;20220620000079;1725;1
23405858687;2;A;20220620000080;1741;1
23405863173;2;A;20220620000081;1772;1
23405866741;2;A;20220620000082;1789;1
23406165942;1;A;20220620000083;1668;1
23406166431;2;A;20220620000084;1749;1
23406166805;2;A;20220620000086;1696;25
23406167576;2;A;20220620000087;0;3
23406168280;2;A;20220620000088;1698;10
23406638931;2;A;20220620000089;1700;3
23406817628;2;A;20220620000091;1750;1
23406833321;2;D;20220615000067;1950;1
23406833333;2;A;20220620000092;2000;1
23406913407;1;D;20220617053649;1670;1
23406913413;1;A;20220620000093;1660;2
23407165547;2;A;20220620000094;0;1
23407165984;2;A;20220620000095;1699;1
23407166292;1;A;20220620000096;1666;1
23407166307;1;A;20220620000097;1658;1
23407166821;1;A;20220620000098;1678;1
23407167213;1;A;20220620000099;1677;2
23407854509;2;A;20220620000102;1680;2
23408179629;2;A;20220620000103;1772;1
23408885940;1;A;20220620000104;1680;3
23408894951;2;A;20220620000105;1698;3
23409079146;1;A;20220620000106;1670;1
23409114005;1;A;20220620000107;1650;5
23409121439;2;A;20220620000108;1750;5
23409321579;2;A;20220620000111;0;2
23409325324;2;A;20220620000112;1698;1
23409329177;2;A;20220620000113;1678;1
23410319020;1;D;20220617041750;1553;1
23410504667;1;A;20220620000114;1654;1
23410512900;2;A;20220620000115;1714;1
23410579213;1;A;20220620000116;1679;1
23410961682;1;A;20220620000117;1678;9
23412154152;2;A;20220620000118;1697;1
23412216379;2;A;20220620000119;1706;3
23412230236;2;A;20220620000120;1704;1
23412258859;1;A;20220620000121;1656;1
23412298794;1;A;20220620000122;0;5
23412325512;2;A;20220620000123;1707;1
23412340822;1;A;20220620000124;1658;1
23412354449;1;A;20220620000125;1657;1
23412368176;1;A;20220620000126;0;2
23412398887;1;A;20220620000127;1667;2
23412411060;1;A;20220620000128;1649;1
23412425160;2;A;20220620000129;1705;2
23412462440;1;A;20220620000130;1657;16
23412479358;2;A;20220620000131;1717;16
23412492806;1;A;20220620000132;1681;1
23412495128;2;A;20220620000133;1714;1
23412508816;2;A;20220620000134;1717;2
23412580545;1;A;20220620000135;1642;1
23412900891;2;A;20220620000136;1698;3
23412949622;1;A;20220620000137;1673;5
23413690468;1;A;20220620000138;0;1
23413701008;1;A;20220620000139;1678;2
23413712577;2;A;20220620000140;1696;1
23413716474;1;A;20220620000141;1680;1
23413823205;1;A;20220620000142;1660;1
23413831179;1;A;20220620000143;1650;2
23413872274;1;A;20220620000144;1658;1
23413909883;1;A;20220620000145;0;7
23414043104;2;A;20220620000146;0;1
23414051889;1;A;20220620000147;1664;3
23415259861;1;A;20220620000148;1666;1
23415305450;1;A;20220620000149;1661;1
23415366393;2;A;20220620000150;1687;1
23415433078;1;A;20220620000151;1658;1
23415574355;1;A;20220620000152;1650;1
23415629024;1;A;20220620000154;0;2
23415654862;1;A;20220620000155;1681;1
23415659894;1;A;20220620000156;1686;3
23416207362;2;A;20220620000158;0;1
23416902383;2;D;20220614113641;1790;6
23416925840;2;D;20220617046115;1765;4
23416937980;2;A;20220620000160;1703;1
23416954156;2;A;20220620000161;1717;1
23416980990;1;A;20220620000162;1510;2
23417006952;1;A;20220620000163;1662;1
23417033479;1;A;20220620000164;1652;2
23417057502;1;A;20220620000165;1642;2
23417717843;1;A;20220620000166;1640;31
23417885346;1;A;20220620000167;0;18
23418034036;2;A;20220620000168;1740;18
23419219078;1;A;20220620000169;1672;1
23421794843;2;A;20220620000170;1697;1
23421809949;2;A;20220620000171;1696;1
23421822581;2;A;20220620000172;1698;1
23421839997;2;A;20220620000173;1789;19
23421853687;2;A;20220620000174;1695;5
23421866566;2;A;20220620000175;0;3
23421886053;2;A;20220620000176;0;5
23421900553;1;A;20220620000177;0;5
23422281991;2;A;20220620000178;0;1
23424800066;2;A;20220620000179;1680;1
23425257792;1;A;20220620000180;1647;1
23426644512;1;A;20220620000181;1452;2
23426707127;1;A;20220620000182;1498;4
23426752617;1;A;20220620000183;1548;2
23426784521;1;A;20220620000184;1589;2
23426809586;1;A;20220620000185;1684;1
23426820253;1;A;20220620000186;1598;2
23426860462;1;A;20220620000187;1649;2
23427101587;1;A;20220620000188;1650;1
23428156700;2;A;20220620000189;0;1
23428200782;1;A;20220620000190;1643;1
23430329528;1;A;20220620000191;1660;3
23430369826;2;A;20220620000192;1700;3
23431094555;1;A;20220620000193;1670;1
23431146656;1;A;20220620000194;1672;1
23431186120;1;A;20220620000195;1674;1
23431227203;1;A;20220620000196;1676;1
23431361020;1;A;20220620000197;1678;1
23431405926;1;A;20220620000198;1680;1
23433135896;2;D;20220615000037;1733;1
23433135908;2;A;20220620000200;1719;1
23433164131;1;D;20220617000079;1595;1
23433164143;1;A;20220620000201;1576;1
23433194321;2;D;20220617000080;1759;1
23433194335;2;A;20220620000202;1738;1
23433225260;1;A;20220620000203;1678;1
23433304352;1;A;20220620000205;1675;1
23433337069;2;A;20220620000206;1708;10
23433383702;2;A;20220620000207;0;5
23433432530;1;A;20220620000208;1671;2
23434312748;2;A;20220620000209;1703;1
23434343535;2;A;20220620000210;1708;1
23434364737;2;A;20220620000211;1708;1
23434404786;2;A;20220620000212;1735;1
23434425438;2;A;20220620000213;1738;1
23434445339;1;A;20220620000214;1653;1
23434726608;1;A;20220620000215;1664;1
23449835647;2;A;20220620000216;1600;6
23457249570;1;A;20220620000217;1686;10
23460002353;1;D;20220620000051;1690;1
23460217471;2;A;20220620000218;3000;1
23460448296;1;A;20220620000219;1676;1
23460462868;2;A;20220620000220;3000;1
23460481801;2;A;20220620000221;3000;1
23460744451;2;A;20220620000222;3000;1
23461210179;2;A;20220620000223;3000;1
23461463688;2;A;20220620000224;3000;1
23461484690;2;A;20220620000225;3000;1
23461747250;2;A;20220620000226;3000;1
23462210213;2;A;20220620000227;3000;1
23462463700;2;A;20220620000228;3000;1
23462484742;2;A;20220620000229;3000;1
23462747330;2;A;20220620000230;3000;1
23463210270;2;A;20220620000231;3000;1
23463463784;2;A;20220620000232;3000;1
23463484807;2;A;20220620000233;3000;1
23463747348;2;A;20220620000234;3000;1
23463876036;2;A;20220620000235;1715;1
23464210303;2;A;20220620000236;3000;1
23464463833;2;A;20220620000237;3000;1
23464484874;2;A;20220620000238;3000;1
23464747431;2;A;20220620000239;3000;1
23465212099;2;D;20220620000218;3000;1
23465464128;2;D;20220620000220;3000;1
23465485417;2;D;20220620000221;3000;1
23465747943;2;D;20220620000222;3000;1
23466211391;2;D;20220620000223;3000;1
23466464112;2;D;20220620000224;3000;1
23466485907;2;D;20220620000225;3000;1
23466748432;2;D;20220620000226;3000;1
23467211418;2;D;20220620000227;3000;1
23467271712;2;D;20220617038943;1740;1
23467271734;2;A;20220620000240;1750;1
23467285309;2;D;20220617069590;1698;2
23467289043;2;D;20220617069644;1694;2
23467303798;1;D;20220617074028;1678;1
23467317628;1;A;20220620000241;1670;1
23467326923;1;A;20220620000242;1655;30
23467335765;2;A;20220620000243;1800;1
23467346129;1;A;20220620000244;1660;1
23467354302;1;A;20220620000245;1665;1
23467367151;2;A;20220620000246;0;2
23467375475;2;A;20220620000247;1878;1
23467385381;2;A;20220620000248;0;10
23467395000;1;A;20220620000249;1678;66
23467404011;1;A;20220620000250;0;6
23467412006;2;A;20220620000251;1699;9
23467464212;2;D;20220620000228;3000;1
23467485926;2;D;20220620000229;3000;1
23467748488;2;D;20220620000230;3000;1
23468211460;2;D;20220620000231;3000;1
23468223998;2;A;20220620000252;1708;1
23468232204;2;A;20220620000253;1805;1
23468241717;1;A;20220620000254;1620;25
23468251779;1;A;20220620000255;0;2
23468269535;1;A;20220620000256;1640;25
23468279695;2;A;20220620000257;1760;1
23468307170;2;A;20220620000260;0;1
23468320281;2;A;20220620000261;0;1
23468328829;1;A;20220620000262;1670;1
23468348556;1;A;20220620000264;1670;1
23468358123;2;A;20220620000265;1723;1
23468374326;2;A;20220620000267;1730;1
23468385090;1;A;20220620000268;1668;1
23468394016;1;A;20220620000269;0;2
23468403689;1;A;20220620000270;0;1
23468414977;2;A;20220620000271;1738;1
23468464210;2;D;20220620000232;3000;1
23468486013;2;D;20220620000233;3000;1
23468748546;2;D;20220620000234;3000;1
23469211542;2;D;20220620000236;3000;1
23469232360;1;A;20220620000272;1636;5
23469240558;2;A;20220620000273;1675;1
23469249333;1;A;20220620000274;1671;1
23469259405;1;A;20220620000275;1645;1
23469271199;2;A;20220620000276;0;1
23469281236;1;A;20220620000277;0;1
23469291003;1;A;20220620000278;0;4
23469300085;1;A;20220620000279;0;13
23469308552;2;A;20220620000280;1702;50
23469317966;1;A;20220620000281;1660;1
23469326329;1;A;20220620000282;0;25
23469334073;2;A;20220620000283;1733;1
23469350013;2;A;20220620000284;1788;1
23469357349;1;A;20220620000285;1680;1
23469373642;1;A;20220620000286;1666;10
23469377294;1;A;20220620000287;1775;3
23469390607;1;A;20220620000288;1675;1
23469399371;1;A;20220620000289;0;4
23469409531;2;A;20220620000290;0;1
23469419294;2;A;20220620000291;0;1
23469464277;2;D;20220620000237;3000;1
23469486009;2;D;20220620000238;3000;1
23469748588;2;D;20220620000239;3000;1
23470240548;1;A;20220620000292;1679;1
23470920917;1;D;20220620000144;1658;1
23470920939;1;A;20220620000293;1678;1
23473281530;1;A;20220620000294;1685;2
23473311143;1;A;20220620000295;1685;2
23479016820;2;A;20220620000296;1694;1
23483148287;1;A;20220620000297;1657;1
23487033295;2;D;20220620000235;1715;1
23500018560;2;A;20220620000298;1688;1
23500350071;1;A;20220620000299;1678;2
23521867704;2;A;20220620000300;1700;1
23529994417;1;A;20220620000301;1690;1
23533200938;2;A;20220620000302;1770;10
23540352558;2;A;20220620000303;1690;1
23543660356;1;A;20220620000304;1681;1
23545176219;2;A;20220620000305;1702;1
23550821101;2;A;20220620000306;1780;10
23553270197;2;A;20220620000307;1678;5
23558025793;2;A;20220620000308;0;5
23562446505;1;A;20220620000309;1682;10
23562480838;2;A;20220620000310;1690;10
23562530874;1;A;20220620000311;1652;10
23562535722;2;A;20220620000312;1720;10
23565040843;1;A;20220620000313;1668;1
23567674845;2;D;20220620000300;1700;1
23567674892;2;A;20220620000314;1686;1
23573722335;1;A;20220620000315;0;7
23574979393;2;A;20220620000316;1790;10
23578313145;2;A;20220620000317;1696;1
23580438822;2;A;20220620000318;1698;1
23603411342;2;A;20220620000319;1687;2
23607886966;1;A;20220620000320;1666;2
23610877006;1;A;20220620000321;1678;17
23611359822;1;D;20220620000301;1690;1
23613222231;1;A;20220620000322;1645;1
23629694637;2;A;20220620000323;1702;15
23643308001;2;D;20220620000307;1678;5
23643442850;1;D;20220620000309;1682;10
23643442873;1;A;20220620000324;1683;10
23643445011;2;D;20220620000310;1690;10
23643445032;2;A;20220620000325;1691;10
23643566758;1;D;20220620000311;1652;10
23643566780;1;A;20220620000326;1653;10
23643568198;2;D;20220620000312;1720;10
23643568222;2;A;20220620000327;1721;10
23644275697;1;A;20220620000328;1650;10
23646828259;2;A;20220620000329;1760;1
23648894043;2;D;20220620000303;1690;1
23648894086;2;A;20220620000330;1700;1
23651115663;2;D;20220620000189;0;1
23651400079;2;A;20220620000331;1702;1
23657954809;1;A;20220620000332;0;10
23658679860;2;D;20220620000179;1680;1
23660019675;1;D;20220620000324;1683;10
23660019710;1;A;20220620000333;1684;10
23660021677;2;D;20220620000325;1691;10
23660021699;2;A;20220620000334;1692;10
23660110004;1;D;20220620000326;1653;10
23660110027;1;A;20220620000335;1654;10
23660111792;2;D;20220620000327;1721;10
23660111814;2;A;20220620000336;1722;10
23667813314;2;A;20220620000337;1700;1
23682149528;2;A;20220620000338;1694;1
23686542999;2;A;20220620000339;0;55
23688612089;1;D;20220620000333;1684;10
23688612134;1;A;20220620000340;1680;10
23688615266;2;D;20220620000334;1692;10
23688615288;2;A;20220620000341;1688;10
23688715277;1;D;20220620000335;1654;10
23688715299;1;A;20220620000342;1650;10
23688716800;2;D;20220620000336;1722;10
23688716825;2;A;20220620000343;1718;10
23690612423;1;D;20220620000340;1680;10
23690612460;1;A;20220620000344;1678;10
23690614555;2;D;20220620000341;1688;10
23690614576;2;A;20220620000345;1686;10
23690704160;1;D;20220620000342;1650;10
23690704183;1;A;20220620000346;1648;10
23690722885;2;D;20220620000343;1718;10
23690722909;2;A;20220620000347;1716;10
23697746900;2;D;20220620000314;1686;1
23697746948;2;A;20220620000348;1690;1
23708987855;1;A;20220620000349;0;50
23711040030;1;D;20220620000344;1678;10
23711040070;1;A;20220620000350;1682;10
23711042563;2;D;20220620000345;1686;10
23711042594;2;A;20220620000351;1690;10
23711151852;1;D;20220620000346;1648;10
23711151877;1;A;20220620000352;1652;10
23711153433;2;D;20220620000347;1716;10
23711153454;2;A;20220620000353;1720;10
23712132164;2;A;20220620000354;0;1
23713043606;1;D;20220620000350;1682;10
23713043664;1;A;20220620000355;1684;10
23713045365;2;D;20220620000351;1690;10
23713045388;2;A;20220620000356;1692;10
23713152188;1;D;20220620000352;1652;10
23713152212;1;A;20220620000357;1654;10
23713155350;2;D;20220620000353;1720;10
23713155372;2;A;20220620000358;1722;10
23714307105;1;A;20220620000359;0;1
23719912411;1;A;20220620000360;1680;1
23720250455;1;A;20220620000361;1648;15
23720797154;2;A;20220620000362;1687;1
23721761355;1;A;20220620000363;1689;20
23721855019;1;D;20220620000355;1684;10
23721855049;1;A;20220620000364;1685;10
23721858110;2;D;20220620000356;1692;10
23721858132;2;A;20220620000365;1693;10
23721943800;1;D;20220620000357;1654;10
23721943823;1;A;20220620000366;1655;10
23721946557;2;D;20220620000358;1722;10
23721946579;2;A;20220620000367;1723;10
23725095474;1;A;20220620000368;0;1
23729471045;2;D;20220620000251;1699;9
23729471104;2;A;20220620000369;1699;5
23731294423;1;A;20220620000370;1690;3
23739561487;1;D;20220620000349;0;50
23741603684;1;D;20220620000364;1685;10
23741603731;1;A;20220620000371;1682;10
23741606957;2;D;20220620000365;1693;10
23741606980;2;A;20220620000372;1690;10
23741709646;1;D;20220620000366;1655;10
23741709670;1;A;20220620000373;1652;10
23741711151;2;D;20220620000367;1723;10
23741711177;2;A;20220620000374;1720;10
23742536747;1;A;20220620000375;0;18
23743126127;2;A;20220620000376;1689;4
23743607969;1;D;20220620000371;1682;10
23743607994;1;A;20220620000377;1683;10
23743610111;2;D;20220620000372;1690;10
23743610134;2;A;20220620000378;1691;10
23743710746;1;D;20220620000373;1652;10
23743710772;1;A;20220620000379;1653;10
23743712580;2;D;20220620000374;1720;10
23743712606;2;A;20220620000380;1721;10
23749091548;1;A;20220620000381;1674;1
23759292032;2;A;20220620000382;1693;2
23769817254;2;A;20220620000383;1696;1
23789970475;1;A;20220620000384;0;1
23795262391;1;A;20220620000385;1670;3
23798380294;1;A;20220620000386;1691;2
23803360889;2;A;20220620000387;1699;1
23809298067;2;A;20220620000388;1684;4
23810315550;2;A;20220620000389;1678;4
23810435958;1;D;20220620000377;1683;10
23810436008;1;A;20220620000390;1682;10
23810438835;2;D;20220620000378;1691;10
23810438859;2;A;20220620000391;1690;10
23810532291;1;D;20220620000379;1653;10
23810532315;1;A;20220620000392;1652;10
23810547513;2;D;20220620000380;1721;10
23810547542;2;A;20220620000393;1720;10
23811251466;1;A;20220620000394;1668;2
23820773750;2;A;20220620000395;1710;3
23821639957;1;A;20220620000396;1670;4
23830551055;2;A;20220620000397;0;2
23834088308;2;A;20220620000398;1690;1
23834328380;1;A;20220620000399;1664;2
23839663897;2;A;20220620000400;1686;4
23854186158;1;A;20220620000401;1662;2
23864940906;1;A;20220620000402;0;1
23868003487;1;A;20220620000403;1674;1
23869343916;2;A;20220620000404;1686;2
23870050800;2;D;20220617069237;1688;2
23870050833;2;A;20220620000405;1679;1
23870684663;2;A;20220620000406;1715;2
23871188481;1;A;20220620000407;1690;1
23874999328;1;D;20220620000139;1678;2
23874999382;1;A;20220620000408;1679;2
23876424962;1;D;20220620000402;0;1
23881682352;2;A;20220620000409;1692;1
23886744172;2;A;20220620000410;1684;1
23889437746;1;A;20220620000411;1692;2
23891293551;2;D;20220620000383;1696;1
23891293596;2;A;20220620000412;1710;1
23898188385;2;A;20220620000414;1692;2
23898682248;1;A;20220620000415;1680;1
23902631934;1;A;20220620000416;1625;5
23920008982;2;A;20220620000417;1693;1
23920337649;2;A;20220620000418;1720;3
23920834598;2;A;20220620000419;1685;1
23929725059;1;D;20220620000408;1679;2
23929725122;1;A;20220620000420;1680;2
23931973445;1;A;20220620000421;1666;2
23939007698;1;A;20220620000422;1700;3
23944566105;1;A;20220620000423;1681;1
23946626395;1;A;20220620000424;1662;1
23949257528;2;A;20220620000425;1702;1
23950572493;1;A;20220620000426;1661;1
23959316738;1;A;20220620000427;0;3
23961165021;1;A;20220620000428;0;2
23963995610;1;D;20220620000249;1678;66
